"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","112","112","4","72.944565","0","112"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","452","470","14","497.312744","0","446"
"/Game/FogArea/Materials/M_FogArea.M_FogArea","49","240","240","8","105.163605","0","240"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","158","168","6","0.000000","0","168"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","76","84","2","7.023614","0","84"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","44","48","1","0.000000","0","48"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","44","48","1","0.000000","0","48"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","81","86","6","29.985165","3","86"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","7","7","1","4.123832","0","7"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","254","264","6","0.000000","0","264"
"/Game/Vefects/Free_Fire/Shared/Materials/M_VFX_Erosion.M_VFX_Erosion","49","42","42","2","22.487268","0","42"
"/Game/materials/MasterMaterial/MasterMaterial.MasterMaterial","49","29","30","2","7.968876","0","43"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","10","10","1","4.034486","3","10"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","22","22","1","11.277972","0","22"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","93","93","1","0.000000","0","93"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","58","64","2","0.000000","0","64"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","20","20","2","8.671122","0","20"
"/Game/Vefects/Free_Fire/Shared/Materials/M_VFX_HeatDistortion.M_VFX_HeatDistortion","49","26","26","1","9.362025","0","26"
"/Game/Props/Cocina/licuadora/Metal.Metal","49","13","13","1","7.079658","0","13"
"/Game/materials/pisoba?o/pisobanio.pisobanio","49","13","13","1","0.000000","0","13"
"/Game/Props/Assets_propios/velador/velador.velador","49","67","69","1","0.000000","0","69"
"/Game/Props/comedor/planta/Tropical_Plant.Tropical_Plant","49","13","13","1","0.000000","0","13"
"/Game/Props/comedor/planta2/lambert2.lambert2","49","13","13","1","6.714474","0","13"
"/Game/Props/comedor/planta2/lambert3.lambert3","49","13","13","1","7.791772","0","13"
"/Game/Props/CuartoPadres/cama/bed_wood_material.bed_wood_material","49","13","13","1","6.867215","0","13"
"/Game/Props/CuartoPadres/cama/bed_pillow_material.bed_pillow_material","49","13","13","1","0.000000","0","13"
"/Game/Props/CuartoPadres/cama/bed_mattres_material.bed_mattres_material","49","13","13","1","0.000000","0","13"
"/Game/Props/CuartoPadres/espejito/CosmeticMirror3.CosmeticMirror3","49","11","11","1","1.639043","0","11"
"/Game/Props/CuartoPadres/espejo/mirrorA_Mat.mirrorA_Mat","49","13","13","1","0.000000","0","13"
